id,date,type,category,amount,payment_method,recurring
441,2020-06-30,Expense,Dining Out,3483.4247065,Debit Card,1
442,2020-08-13,Income,Education,739.51140945,Debit Card,0
443,2020-08-30,Income,Education,3245.8,Bank Transfer,1
444,2020-11-16,Expense,Childcare,2383.3073091,Cash,0
445,2020-06-29,Expense,Gifts/Donations,673.7,Debit Card,0
446,2020-01-28,Expense,Gifts/Donations,4040.34564164345,Debit Card,0
447,2020-12-20,Expense,Phone,2823.556685868,Bank Transfer,0
448,2020-05-23,Expense,Phone,2089.17074035138,Other,0
449,2020-12-17,Expense,Childcare,791.82524613,Other,0
450,2020-04-21,Expense,Debt Repayment,2945.7094,Cash,1
451,2020-06-14,Income,Education,1397.8,Cash,1
452,2020-05-22,Income,Transportation,3298.374,Debit Card,1
453,2020-12-22,Expense,Education,310.95,Cash,1
454,2020-07-07,Expense,Dining Out,4764.19256119246,Credit Card,0
455,2020-01-17,Income,Debt Repayment,604.40154,Bank Transfer,0
456,2020-10-12,Income,Transportation,2325.1066,Debit Card,0
457,2020-06-25,Expense,Education,2969.22,Credit Card,0
458,2020-04-10,Expense,Transportation,4656.28097,Cash,0
459,2020-07-31,Income,Groceries,67.65,Cash,0
460,2020-08-23,Income,Transportation,1496.95887,Credit Card,1
461,2020-02-15,Income,Shopping,3952.281081884,Debit Card,0
462,2020-08-16,Income,Rent/Mortgage,436.215,Cash,0
463,2020-08-14,Income,Phone,325.996755546,Bank Transfer,0
464,2020-04-03,Income,Internet,1276.7242267,Bank Transfer,1
465,2020-12-17,Expense,Dining Out,3241.2,Bank Transfer,0
466,2020-01-13,Income,Childcare,3249.936628623,Bank Transfer,0
467,2020-08-08,Income,Education,719.778848005,Debit Card,0
468,2020-06-14,Income,Groceries,3213.665,Credit Card,1
469,2020-04-19,Expense,Gifts/Donations,4640.44,Credit Card,1
470,2020-10-25,Expense,Debt Repayment,1283.836,Credit Card,0
471,2020-05-07,Income,Healthcare,382.26,Debit Card,0
472,2020-08-23,Income,Childcare,1468.61,Cash,1
473,2020-10-25,Expense,Internet,1726.87459355438,Bank Transfer,1
474,2020-01-04,Income,Utilities,3512.4990328467,Bank Transfer,1
475,2020-08-14,Income,Entertainment,4586.47538,Debit Card,0
476,2020-09-11,Expense,Shopping,1544.75343533,Debit Card,0
477,2020-09-17,Expense,Healthcare,3923.172,Cash,0
478,2020-10-28,Income,Subscriptions,235.4845,Credit Card,0
479,2020-11-06,Expense,Internet,4956.237473178,Debit Card,0
480,2020-10-02,Income,Gifts/Donations,190.988754,Credit Card,1
481,2020-09-02,Income,Dining Out,2110.867538,Debit Card,0
482,2020-02-24,Expense,Internet,3792.2,Other,1
483,2020-11-04,Expense,Debt Repayment,1698.559,Other,0
484,2020-01-28,Expense,Shopping,4048.51603951,Other,1
485,2020-02-09,Income,Rent/Mortgage,332.947,Cash,1
486,2020-08-03,Expense,Internet,4247.6963837689,Cash,1
487,2020-12-12,Expense,Shopping,4051.979,Bank Transfer,0
488,2020-05-30,Expense,Internet,394.757954,Credit Card,1
489,2020-09-19,Expense,Insurance,1268.858708,Other,1
490,2020-06-10,Expense,Transportation,866.76125278,Bank Transfer,1
491,2020-10-23,Expense,Transportation,3023.1586,Other,1
492,2020-10-15,Income,Entertainment,2900.4,Bank Transfer,1
493,2020-05-17,Income,Travel,1713.52,Debit Card,1
494,2020-10-28,Income,Groceries,1160.2,Other,0
495,2020-11-09,Income,Childcare,2190.601599,Debit Card,0
496,2020-04-22,Income,Entertainment,2169.812,Debit Card,1
497,2020-05-21,Income,Internet,2767.323295,Credit Card,0
498,2020-01-15,Income,Insurance,2273.101,Other,1
499,2020-10-19,Expense,Subscriptions,3501.50335544,Other,0
500,2020-09-28,Income,Rent/Mortgage,4918.658,Debit Card,0
501,2020-01-16,Income,Debt Repayment,1471.60013191283,Other,1
502,2020-11-30,Income,Debt Repayment,1770.1,Credit Card,0
503,2020-08-15,Income,Gifts/Donations,1636.4898338,Bank Transfer,0
504,2020-05-08,Expense,Dining Out,1821.8861793,Debit Card,1
505,2020-11-07,Expense,Phone,3388.97147365,Credit Card,0
506,2020-10-26,Expense,Childcare,4988.44546946534,Credit Card,0
507,2020-09-10,Income,Shopping,2451.83429,Cash,0
508,2020-02-14,Income,Dining Out,2146.45909,Cash,1
509,2020-11-12,Expense,Insurance,4987.31606253256,Bank Transfer,0
510,2020-09-12,Expense,Gifts/Donations,3676.85,Cash,0
511,2020-03-20,Expense,Insurance,2403.89,Other,0
512,2020-08-02,Expense,Travel,3646.3,Credit Card,1
513,2020-03-08,Income,Travel,937.94428517273,Debit Card,1
514,2020-10-20,Expense,Rent/Mortgage,2244.13588,Other,1
515,2020-01-22,Income,Travel,1151.17,Credit Card,0
516,2020-12-16,Income,Travel,113.4977446681,Debit Card,1
517,2020-05-17,Expense,Utilities,4462.92313207,Bank Transfer,0
518,2020-03-12,Income,Entertainment,3457.964,Debit Card,0
519,2020-04-21,Expense,Dining Out,2509.509392,Bank Transfer,1
520,2020-07-03,Expense,Shopping,3068.247312,Bank Transfer,1
521,2020-02-04,Expense,Internet,1140.935286,Credit Card,0
522,2020-11-16,Income,Dining Out,1686.2417117,Bank Transfer,0
523,2020-02-05,Income,Groceries,1587.56113386,Bank Transfer,1
524,2020-08-19,Expense,Childcare,3567.12,Credit Card,1
525,2020-04-01,Income,Phone,2866.30273602,Bank Transfer,1
526,2020-02-05,Income,Childcare,4015.932,Credit Card,0
527,2020-05-28,Expense,Groceries,63.1004166,Bank Transfer,0
528,2020-07-04,Expense,Internet,3666.973858495,Cash,1
529,2020-10-30,Expense,Childcare,320.69584233083,Other,0
530,2020-12-27,Income,Childcare,4349.9357,Debit Card,0
531,2020-08-12,Income,Childcare,2539.2507935,Other,1
532,2020-01-09,Expense,Subscriptions,2179.71,Credit Card,0
533,2020-04-12,Expense,Insurance,3402.81773565136,Other,1
534,2020-07-20,Expense,Education,2205.98311367,Credit Card,1
535,2020-11-05,Income,Shopping,2826.78,Debit Card,0
536,2020-01-22,Expense,Groceries,1031.4,Credit Card,0
537,2020-03-05,Expense,Transportation,1358.2153218,Debit Card,0
538,2020-06-14,Income,Rent/Mortgage,130.33,Credit Card,0
539,2020-09-12,Income,Gifts/Donations,1120.563,Other,1
540,2020-12-01,Income,Travel,4581.9,Debit Card,0
541,2020-04-10,Income,Subscriptions,2172.6823713,Bank Transfer,0
542,2020-09-28,Expense,Healthcare,492.3675842826,Debit Card,1
543,2020-11-17,Income,Internet,3634.281,Bank Transfer,1
544,2020-01-15,Income,Rent/Mortgage,1244.96755,Other,0
545,2020-03-23,Income,Childcare,2678.95926935388,Debit Card,1
546,2020-10-25,Expense,Rent/Mortgage,1932.151,Bank Transfer,1
547,2020-11-17,Income,Childcare,2687.26,Credit Card,0
548,2020-02-26,Expense,Utilities,1367.8011447,Bank Transfer,1
549,2020-03-22,Income,Internet,3705.8586093,Other,0
550,2020-09-07,Expense,Debt Repayment,3569.5,Cash,0
551,2020-12-21,Expense,Utilities,1216.54,Cash,1
552,2020-10-06,Expense,Travel,1653.919,Bank Transfer,1
553,2020-06-17,Income,Groceries,604.74176695,Debit Card,1
554,2020-07-25,Income,Gifts/Donations,2384.9854467274,Bank Transfer,1
555,2020-11-22,Income,Internet,1121.2084,Debit Card,1
556,2020-03-04,Income,Healthcare,4160.6336599,Debit Card,1
557,2020-02-18,Expense,Subscriptions,1627.284,Other,0
558,2020-08-18,Income,Travel,1417.94153,Cash,0
559,2020-05-14,Expense,Childcare,4102.35635670435,Other,0
560,2020-11-27,Expense,Healthcare,691.92252,Debit Card,0
561,2020-10-23,Income,Travel,2943.65902947008,Cash,0
562,2020-09-11,Expense,Phone,3709.24681961293,Cash,1
563,2020-08-06,Expense,Rent/Mortgage,2981.4082563,Other,1
564,2020-07-13,Income,Rent/Mortgage,4904.73336575,Bank Transfer,1
565,2020-01-14,Income,Groceries,2818.2,Credit Card,0
566,2020-09-17,Income,Debt Repayment,311.568,Other,1
567,2020-03-24,Expense,Groceries,4294.412,Bank Transfer,0
568,2020-01-26,Expense,Education,4913.82257738764,Cash,1
569,2020-10-12,Expense,Healthcare,2778.60660543,Debit Card,0
570,2020-06-10,Expense,Insurance,4233.89117528671,Other,0
571,2020-12-14,Expense,Debt Repayment,559.4057528,Credit Card,1
572,2020-02-26,Expense,Utilities,743.8605,Bank Transfer,0
573,2020-01-08,Expense,Healthcare,3588.7736,Cash,1
574,2020-04-25,Income,Dining Out,4690.5577234,Debit Card,0
575,2020-06-12,Income,Dining Out,4875.44262,Other,1
576,2020-08-17,Expense,Groceries,2604.6158889,Other,1
577,2020-03-06,Income,Healthcare,2373.359275,Credit Card,1
578,2020-10-11,Expense,Phone,4250.331,Bank Transfer,0
579,2020-08-20,Expense,Education,1924.3,Debit Card,1
580,2020-08-14,Income,Healthcare,4352.6155110753,Other,0
581,2020-04-14,Income,Rent/Mortgage,1879.3499139,Credit Card,0
582,2020-08-17,Income,Rent/Mortgage,2148.579371,Credit Card,0
583,2020-06-17,Income,Internet,4163.472955705,Debit Card,0
584,2020-02-07,Income,Utilities,4601.17013811861,Bank Transfer,1
585,2020-01-07,Expense,Shopping,4308.442958,Credit Card,1
586,2020-10-04,Income,Rent/Mortgage,3464.9367,Other,1
587,2020-10-07,Expense,Internet,2314.6448403,Bank Transfer,0
588,2020-08-30,Expense,Rent/Mortgage,3035.392110914,Credit Card,0
589,2020-05-17,Expense,Travel,1596.93422862534,Debit Card,0
590,2020-03-14,Income,Childcare,3166.182,Bank Transfer,0
591,2020-10-06,Income,Transportation,560.431793261,Cash,1
592,2020-03-06,Income,Childcare,4664.3857420555,Credit Card,0
593,2020-01-10,Expense,Dining Out,2294.208,Debit Card,1
594,2020-06-04,Income,Education,1856.18,Bank Transfer,0
595,2020-11-14,Expense,Transportation,4777.54,Cash,0
596,2020-09-26,Expense,Entertainment,1635.79,Other,1
597,2020-03-20,Expense,Subscriptions,471.3,Credit Card,1
598,2020-10-21,Expense,Healthcare,3197.800432,Cash,1
599,2020-01-28,Income,Insurance,3082.60535889,Cash,1
600,2020-05-02,Income,Phone,692.7,Credit Card,1
601,2020-10-09,Expense,Insurance,3124.4621756156,Credit Card,0
602,2020-08-26,Expense,Gifts/Donations,1347.803,Credit Card,1
603,2020-05-01,Income,Travel,2244.4097,Other,0
604,2020-12-24,Income,Education,4477.9719010389,Other,0
605,2020-04-20,Income,Insurance,732.17161218088,Debit Card,0
606,2020-09-29,Income,Rent/Mortgage,3738.11635,Cash,0
607,2020-04-25,Expense,Insurance,2696.1,Debit Card,1
608,2020-08-08,Expense,Dining Out,4229.93,Bank Transfer,1
609,2020-03-25,Expense,Debt Repayment,4159.857988,Debit Card,0
610,2020-05-19,Income,Childcare,884.782673311,Other,1
611,2020-01-11,Income,Childcare,2082.54980019791,Debit Card,0
612,2020-03-14,Income,Transportation,2378.35,Other,0
613,2020-04-05,Expense,Shopping,673.36204,Debit Card,0
614,2020-12-02,Expense,Groceries,2420.668,Bank Transfer,1
615,2020-09-11,Expense,Healthcare,1400.2413788,Debit Card,0
616,2020-05-03,Income,Gifts/Donations,996.792679,Other,0
617,2020-09-24,Income,Healthcare,4900.77628305132,Debit Card,0
618,2020-05-27,Expense,Rent/Mortgage,986.39,Debit Card,0
619,2020-09-03,Income,Entertainment,231.870448,Debit Card,0
620,2020-09-15,Expense,Gifts/Donations,4887.3882,Cash,0
621,2020-08-22,Expense,Gifts/Donations,2271.97737693483,Debit Card,0
622,2020-03-03,Income,Internet,4849.227,Credit Card,0
623,2020-11-09,Income,Dining Out,1185.1,Debit Card,1
624,2020-06-19,Expense,Shopping,1083.16097,Bank Transfer,1
625,2020-06-26,Income,Subscriptions,4945.87,Other,1
626,2020-07-30,Expense,Rent/Mortgage,462.89735,Debit Card,1
627,2020-11-02,Expense,Internet,3080.43,Other,1
628,2020-11-29,Income,Shopping,3.4680486594,Credit Card,1
629,2020-12-08,Income,Shopping,2308.78,Credit Card,1
630,2020-05-12,Income,Subscriptions,365.8359782397,Cash,1
631,2020-01-10,Income,Healthcare,3100.436,Credit Card,1
632,2020-01-06,Expense,Shopping,4725.3815,Other,0
633,2020-01-02,Income,Internet,4121.3163631899,Other,0
634,2020-12-21,Income,Shopping,3911.86265068411,Debit Card,0
635,2020-02-15,Expense,Groceries,1421.86099,Other,0
636,2020-08-08,Income,Rent/Mortgage,217.85,Bank Transfer,1
637,2020-09-02,Expense,Dining Out,1003.21171958,Credit Card,1
638,2020-09-04,Income,Travel,124.1634758,Debit Card,1
639,2020-10-24,Income,Travel,1211.435,Debit Card,0
640,2020-07-27,Expense,Subscriptions,3615.18471,Cash,1
641,2020-02-23,Expense,Education,4804.38498819,Credit Card,1
642,2020-09-09,Income,Travel,4268.6,Cash,0
643,2020-07-25,Income,Debt Repayment,4307.11450299,Bank Transfer,1
644,2020-10-01,Income,Entertainment,2787.353004325,Credit Card,1
645,2020-03-24,Expense,Internet,3730.3961935,Credit Card,0
646,2020-04-11,Expense,Travel,2113.81486301,Other,0
647,2020-06-27,Expense,Education,4411.5,Bank Transfer,1
648,2020-10-25,Income,Entertainment,2526.3145,Other,1
649,2020-10-14,Income,Insurance,3038.226816923,Credit Card,1
650,2020-05-10,Expense,Utilities,103.237398954,Cash,0
651,2020-01-09,Income,Groceries,2109.2529,Other,0
652,2020-06-03,Income,Gifts/Donations,3971.46414559,Cash,0
653,2020-01-31,Income,Insurance,337.42,Cash,1
654,2020-07-20,Expense,Childcare,1880.2264854938,Bank Transfer,0
655,2020-07-06,Income,Phone,4057.482204659,Cash,0
656,2020-04-16,Income,Rent/Mortgage,4975.44032488289,Credit Card,0
657,2020-05-23,Income,Phone,1102.357965,Cash,1
658,2020-08-03,Income,Shopping,3783.91965802,Cash,1
659,2020-12-06,Expense,Travel,2731.36588789,Other,1
660,2020-08-29,Expense,Rent/Mortgage,3318.2944,Debit Card,0
661,2020-04-11,Income,Insurance,1778.81353282,Credit Card,0
662,2020-01-31,Income,Childcare,1170.2622,Debit Card,1
663,2020-01-31,Income,Internet,2201.84961323,Bank Transfer,0
664,2020-10-08,Income,Healthcare,4827.922600822,Credit Card,0
665,2020-10-31,Income,Insurance,3226.35,Credit Card,1
666,2020-04-23,Income,Insurance,1950.71092,Credit Card,0
667,2020-04-18,Expense,Travel,3221.63845,Debit Card,1
668,2020-02-03,Expense,Transportation,2203.5365999181,Bank Transfer,0
669,2020-10-31,Income,Subscriptions,2315.7718353,Credit Card,0
670,2020-11-12,Income,Healthcare,4095.4117,Debit Card,0
671,2020-05-24,Income,Debt Repayment,2673.61199878,Cash,1
672,2020-10-04,Income,Education,2624.779361761,Credit Card,0
673,2020-01-01,Expense,Travel,500.61764298747,Credit Card,0
674,2020-10-24,Expense,Phone,4206.302842693,Cash,0
675,2020-11-06,Expense,Dining Out,1598.4334,Credit Card,0
676,2020-11-30,Expense,Internet,4364.4519,Other,1
677,2020-01-17,Expense,Utilities,2282.25380364,Cash,1
678,2020-12-30,Income,Debt Repayment,3372.1,Bank Transfer,0
679,2020-11-08,Income,Transportation,370.485943,Bank Transfer,1
680,2020-09-02,Expense,Rent/Mortgage,1133.46097,Credit Card,1
681,2020-04-03,Expense,Rent/Mortgage,4501.2715505,Debit Card,0
682,2020-10-14,Expense,Gifts/Donations,3280.6152765,Debit Card,0
683,2020-05-02,Income,Debt Repayment,3582.5397,Credit Card,1
684,2020-11-06,Income,Rent/Mortgage,1295.1,Bank Transfer,0
685,2020-12-29,Income,Utilities,928.4,Other,1
686,2020-08-29,Income,Healthcare,1097.40155,Cash,0
687,2020-03-24,Expense,Entertainment,2640.7998798,Cash,1
688,2020-05-10,Expense,Dining Out,3341.18,Cash,0
689,2020-08-16,Income,Groceries,1547.505015,Debit Card,0
690,2020-04-06,Income,Phone,1500.52,Debit Card,1
691,2020-12-10,Income,Internet,2007.5086,Bank Transfer,0
692,2020-09-18,Expense,Entertainment,3818.96406,Credit Card,1
693,2020-05-12,Expense,Debt Repayment,1166.483835,Bank Transfer,1
694,2020-10-07,Expense,Childcare,1512.2716841,Debit Card,0
695,2020-09-03,Expense,Travel,599.97025,Other,0
696,2020-09-15,Income,Entertainment,4128.5,Cash,1
697,2020-06-18,Expense,Entertainment,1866.842749,Other,1
698,2020-08-18,Expense,Dining Out,1641.26666834,Debit Card,0
699,2020-09-11,Income,Phone,4625.34061,Credit Card,0
700,2020-09-05,Expense,Phone,1099.64175726,Other,1
701,2020-02-24,Income,Utilities,3040.3,Debit Card,1
702,2020-01-13,Income,Phone,1911.999,Cash,1
703,2020-03-16,Income,Phone,3513.3442,Other,0
704,2020-01-28,Income,Groceries,344.8701065138,Credit Card,0
705,2020-04-25,Expense,Utilities,3518.5,Bank Transfer,1
706,2020-05-09,Expense,Subscriptions,1701.36388612,Cash,1
707,2020-02-08,Income,Rent/Mortgage,4080.96575631,Cash,0
708,2020-09-24,Income,Dining Out,32.61,Cash,1
709,2020-07-04,Income,Travel,1287.80012893,Debit Card,0
710,2020-04-06,Expense,Debt Repayment,4062.154112,Cash,0
711,2020-03-11,Income,Shopping,2143.762476219,Other,0
712,2020-02-28,Income,Shopping,1366.33,Cash,1
713,2020-12-15,Expense,Debt Repayment,3106.602,Other,0
714,2020-07-04,Expense,Rent/Mortgage,724.405,Debit Card,0
715,2020-09-05,Expense,Transportation,1325.6,Debit Card,0
716,2020-11-09,Income,Subscriptions,67.5,Credit Card,1
717,2020-11-19,Expense,Shopping,936.5,Other,0
718,2020-09-25,Income,Healthcare,3412.42718,Credit Card,0
719,2020-04-09,Income,Internet,4378.9712749,Other,0
720,2020-06-18,Expense,Phone,1939.1803017153,Bank Transfer,0
721,2020-04-02,Income,Utilities,2218.44289786,Cash,0
722,2020-10-01,Income,Debt Repayment,2412.574485,Credit Card,0
723,2020-08-23,Expense,Subscriptions,1393.15559,Other,1
724,2020-06-22,Expense,Subscriptions,3751.84,Bank Transfer,1
725,2020-06-13,Expense,Insurance,3559.818292,Credit Card,1
726,2020-06-29,Income,Debt Repayment,2792.380637,Bank Transfer,0
727,2020-03-03,Income,Groceries,2483.5763,Credit Card,1
728,2020-12-21,Expense,Subscriptions,2103.0,Credit Card,1
729,2020-05-27,Income,Childcare,3716.116115,Cash,0
730,2020-07-21,Income,Healthcare,4323.40058,Cash,0
731,2020-03-08,Income,Childcare,1074.980515221,Cash,0
732,2020-08-12,Expense,Phone,2399.7732,Other,0
733,2020-06-30,Income,Dining Out,800.204860229,Debit Card,1
734,2020-10-13,Expense,Education,4750.646989156,Credit Card,0
735,2020-02-16,Expense,Groceries,1465.925,Credit Card,0
736,2020-04-13,Income,Utilities,3261.773940486,Other,0
737,2020-06-10,Expense,Travel,4790.4976808399,Bank Transfer,1
738,2020-05-16,Income,Groceries,252.3707,Bank Transfer,0
739,2020-01-11,Expense,Rent/Mortgage,3881.6,Debit Card,0
740,2020-07-24,Income,Rent/Mortgage,1278.86,Debit Card,1
741,2020-03-06,Expense,Groceries,364.4224,Credit Card,0
742,2020-05-17,Income,Education,3662.362,Cash,1
743,2020-03-29,Expense,Shopping,954.30766,Other,0
744,2020-11-17,Expense,Transportation,2992.3,Other,1
745,2020-03-02,Income,Healthcare,3541.805543,Cash,0
746,2020-10-21,Income,Rent/Mortgage,2529.4,Cash,1
747,2020-12-12,Expense,Subscriptions,717.587703272,Other,0
748,2020-03-07,Expense,Utilities,1460.20408693,Cash,0
749,2020-11-01,Income,Education,2293.83212687,Bank Transfer,1
750,2020-12-22,Expense,Shopping,3185.39051334839,Debit Card,0
751,2020-08-14,Expense,Subscriptions,4686.65,Credit Card,0
752,2020-03-14,Expense,Shopping,1283.5,Credit Card,0
753,2020-08-27,Expense,Entertainment,214.45119677364,Bank Transfer,0
754,2020-11-10,Expense,Debt Repayment,1006.88,Credit Card,0
755,2020-07-11,Income,Subscriptions,4574.2585466,Bank Transfer,1
756,2020-09-12,Income,Education,1404.40381,Other,0
757,2020-01-18,Income,Entertainment,221.52517,Credit Card,1
758,2020-11-15,Expense,Shopping,1235.896621,Cash,1
759,2020-10-05,Income,Childcare,4067.1499473,Other,1
760,2020-04-14,Income,Education,1892.74,Other,1
761,2020-08-25,Income,Subscriptions,2231.2643,Debit Card,1
762,2020-08-12,Expense,Education,2731.162,Cash,1
763,2020-12-06,Income,Childcare,3273.4068222,Debit Card,0
764,2020-05-05,Income,Education,2781.859038,Credit Card,0
765,2020-03-25,Income,Dining Out,1702.3609,Bank Transfer,0
766,2020-01-10,Expense,Utilities,177.394944501,Bank Transfer,0
767,2020-10-19,Income,Subscriptions,2701.6177853,Cash,0
768,2020-01-07,Income,Transportation,1510.0,Bank Transfer,0
769,2020-08-24,Expense,Education,258.938555819,Other,0
770,2020-07-12,Income,Gifts/Donations,24.97619381,Credit Card,0
771,2020-09-21,Income,Dining Out,716.23709476,Debit Card,1
772,2020-01-22,Income,Transportation,127.4,Cash,1
773,2020-03-27,Income,Entertainment,4793.761,Debit Card,0
774,2020-08-28,Expense,Healthcare,3675.1637,Other,0
775,2020-08-30,Expense,Subscriptions,733.76816856,Bank Transfer,1
776,2020-02-20,Income,Insurance,3854.3878,Cash,0
777,2020-09-06,Expense,Groceries,349.8216762867,Debit Card,0
778,2020-09-18,Expense,Insurance,2877.3584,Debit Card,0
779,2020-11-01,Expense,Transportation,1415.368611519,Bank Transfer,1
780,2020-06-25,Expense,Internet,3710.36092,Other,1
781,2020-03-11,Expense,Education,1294.48327,Debit Card,1
782,2020-09-02,Expense,Groceries,2744.1348,Credit Card,1
